"tweet","sentiment","id"
"Oklahoma Weather: THE NATIONAL WEATHER SERVICE IN TULSA HAS ISSUED A * SEVERE THUNDERSTORM WARNING FOR... NORTHE... {link}",2,NA
"Hot weather = my car not starting.. days like this.",1,NA
"With you on this.. RT @mention: Nothing like waking up to dreadful weather #NYC.. you couldn't do any better than this? Its May already..",1,NA
"The temp suppose to go up by the weekend I'm a little excited about that.",3,NA
"Current Conditions: Fair, 79 FForecast: Wed - Partly Cloudy. High: 77 Low: 61 Thu - Mostly Sunny. High: 83 Low: 69Full Forecast at Ya...",2,NA
"I'm so glad the weather in A.C. is gonna be beautiful this Friday for @mention party...dress blowing in the wind!!!",3,NA
"Freezing in May, what the hell is wrong with the west coast",1,NA
"What an absolutely gorgeous, warm, sunny day in #Peachland. Moods have changed; this place really is solar powered.",3,NA
"#WEATHER:  11:52 pm: 61.0F. Feels 59F. 29.85% Humidity. 12.7MPH Southeast Wind.",2,NA
"Beautiful day in Charleston, hope the warm weather is here to stay!",3,NA
"Temp is around 65 and headed up, sunny, it's Tulip Time up norte....another great day to spend outdoors....{link}",3,NA
"Greensburg PA:Chilly overcast, 45.1&#xB0;F, 57&#x25;, 0.0 mph-SSE, 30.171 inches(Rising), Rain 0.039 in. [Alert Frost Advisory ]",2,NA
"Gardner WX 05/22/11 08:30 AM | 71F, 82&#x25; Humidity, Feels Like 71F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"#Bruins game 4 tonight... #Celtics game 3 tomorrow... & weather in the 70/80's... Great weekend to have my Dad in town!!!",3,NA
"Weather Alert: Red Flag Warning issued May 06 at 3:23PM PDT expiring May 08 at 8:00PM PDT by NWS LasVegas http:/... {link}",2,NA
"RT @mention: just had my lunch. and i might fall asleep again. the weather is just nice. i can sleep all day long :O",3,NA
"And it's sunny out today...doesn't get much better. Unless of course you don't like sunny days;) Happy Friday everyone!",3,NA
"May25 due to storm projections adult softball & mid-east dance are postponed. No shelter in parks during severe storms. Take care out there!",2,NA
"OMG #WeatherForecast for tomm 80 degrees & Sunny &lt;=== #NeedThat #Philly #iMustSeeItToBelieveIt yo",3,NA
"It's 90 degrees out.",2,NA
"Can't believe this temperature drop. It's so freaking cold outside.",1,NA
"Let me get up I'm freezing",1,NA
"78 degrees at 10 in the morning totally bums me out...ugh {sd}",1,NA
"Dang this storm is really messing up #Sharktank. This is such a cool show. Bless those investor in the first guy. He was so annoying.",1,NA
"- i'm too shitty i thought it was sunny outside . lmao walked outside in flipflops & sunglasses too be greeted by some rain . lmfao .",1,NA
"It's hot as fuck outside, how the hell its gone rain? Smh",1,NA
"@mention: Live music at Notaviva from 4pm-7pm with local favorites Marty Fair and the Spruce Brothers!  Perfect weather!",3,NA
"77 degrees perfect day for sand vball...now getting ready to go out with the grads tonight.",3,NA
"That storm near Clarkdale is weakening. Only looking for a 15% of storms tonight with lows in the 60s. #mswx #fb",2,NA
"Don't like storm.",1,NA
"LE: Mostly Cloudy and Windy and 54 F at Laramie/Gen. Brees, WY Winds are from the Northwest at 31.1 gusting to 36.8 MPH {link}",2,NA
"Love when it gets hot outside. Because the people get Darker. S/O to #TeamDarkSkin",3,NA
"Ohhhhhhhh snap this weather is starting to act right",3,NA
"Its hot as hell out here",1,NA
"It 's cold as hell out here . #rsb *",1,NA
"Outside: 65.0 F, Humidity: 60%, Wind: (86) 7 mph, Press: 29.94"", Rain: 0.00",2,NA
"Its hot outside! Memphis weather is crazy,it was just cold Monday....",1,NA
"Chiln outside itz hot ass hell",1,NA
"#WEATHER:  5:52 am : 60.0F. Feels F. 29.61% Humidity. 0.0MPH North Wind.",2,NA
"M0ZIF QTH Weather 23:00 18.8&#xB0;C 62 pct 3.8 mph E {link}",2,NA
"Beautiful weather today... and more to come!  Slater has the forecast coming up next on Fox 25 News.",3,NA
"thunderstorms are the best",3,NA
"RT @mention: This weather really sucks ass. One minute its perfect and the next its a fucking downpour :(",1,NA
"Green - Severe weather threatens: Tornado watches were in effect Tuesday afternoon in Texas, Oklahoma and Kansas... {link}",2,NA
"Tacos and tangerine beer in the garden on a sunny afternoon.",2,NA
"#WEATHER:  10:53 am: 85.0F. Feels F. 29.81% Humidity. 19.6MPH South Wind.",2,NA
"Much needed day away today! The weather is beautiful here!",3,NA
"Kuwait's Weather = Bipolar.",1,NA
"Special early morning storm alert issued  {link}",2,NA
"Finally some nicer weather! #sunsout",3,NA
"RT @mention: TORNADO WARNING N central KS. 19 MILES NORTHWEST OF BELOIT... AND MOVING NORTH AT 30 MPH. {link} #news  ...",2,NA
"RT @mention: Weather cooperating, getting ready to go up in chopper with Gov and head of FEMA to view damage from air for the first ti ...",3,NA
"Haha greatnessRT @mention: I thoroughly enjoy being shirtless outside in this weather #supladies #callme",3,NA
"@mention Thankfully it was sunny yesterday and I got some gardening in.",3,NA
"Loving the warm weather right now. Can't wait to be outside and done with class! #pleasenorain",3,NA
"@mention Oh it's definitely nice outside! Sunny & in the 80s! But I've been watching The Food Network. I'm obsessed. lol",3,NA
"@mention At least wearing summer clothes and enjoying nice weather. Also, meeting people from all over the world made it.",3,NA
"Uhhhhh so hot outside! #iloveAC",1,NA
"y is it so fukn HOT out here today ???",1,NA
"#WEATHER:  8:54 pm : 74.0F. Feels F. 29.75% Humidity. 4.6MPH Southwest Wind.",2,NA
"This weather sure is nice camo shorts Diamond child shirt/tank with vans! #nice!",3,NA
"I wish I could go enjoy the weather instead of being at work.",3,NA
"Its too hot to be outside for english.",1,NA
"Current Conditions: Fair, 77 FForecast: Mon - Partly Cloudy. High: 91 Low: 72 Tue - Mostly Sunny. High: 93 Low: 71Full Forecast at Ya...",2,NA
"@mention I'll take this over cold and rainy any day!!  :)",3,NA
"#WEATHER: 1:51 pm E: 61.0F. Feels F. 29.90% Humidity. 0.0MPH North Wind.",2,NA
"RT @mention: Sunny day in ATL.",2,NA
"theres a good side and bad side to summer. (Y) - its sunny and the holidays are coming. (N) - exams are here.",3,NA
"I just wanna see sunshine everyday,fuck all this rain bs",1,NA
"Definitely loving this FL weather!",3,NA
"#WEATHER:  9:53 am : 59.0F. Feels 58F. 29.80% Humidity. 5.8MPH Variable Wind.",2,NA
"90+ degrees... loving it",3,NA
"#WEATHER:  5:51 am : 62.0F. Feels 62F. 29.61% Humidity. 6.9MPH East Wind.",2,NA
"@mention here too! not an ounce of rain! enjoy your weather :) xo",3,NA
"Storm getting a bit stronger in Hays county. If it stays on present track & strength it could affect Austin {link}",2,NA
"this weather is gonna make studying so much harder. i hate the gloom. makes me shleepy",1,NA
"So sunny and gorgeous outside :))",3,NA
"OH: One sunny day per week is not summer.",1,NA
"i can't believe it it's freaking windy again damn allergies",1,NA
"The weather is awesome in AZ today. :D",3,NA
"SY: ...SEVERAL INCHES OF SNOW EXPECTED AT HIGHER ELEVATIONS... IN ADDITION TO COPIOUS AMOUNTS OF RAIN ACROSS THE AREA I {link}",2,NA
"#WEATHER:  6:56 pm : 73.0F. Feels F. 29.99% Humidity. 12.7MPH Southwest Wind.",2,NA
"In da car damn it cold outside !",1,NA
"i love florida and this weather. eezy breezy. &lt;3 im dreading summer tho. D:",3,NA
"@mention girrrrl! And it's cold out here :-/ #weird",1,NA
"Mostly sunny/wind today, high 83 (28 C).",2,NA
"For fucks sake, its still 99 degrees out at almost 7 pm",1,NA
"SD: ...SNOW TO CONTINUE IN THE NORTHERN UTAH MOUNTAINS EARLY THIS WEEK... .A STRONG PACIFIC TROUGH WILL MOVE SLOWLY EAS {link}",2,NA
"God, Its sunny out. The day is cruising by, and I have a big smile on my face.  I guess my anxiety pills are working after all",3,NA
"Why is it so fucking hot? Grr. I haven't had a decent night's sleep all weekend. Come on, weather, give me a break.",1,NA
"84.2F (Feels: 89.9F) - Humidity: 67% - Wind: 15.2mph SSE - Gust: 20.6mph - Pressure: 1011.8mb (-0.2)  #weather {link}",2,NA
"...and it's freezing!",1,NA
"Bout to Cruise to some Classics in this Great weather!",3,NA
"Partly sunny on this Mothers day with an afternoon shower.Cool tonight. A mix of sun and clouds tomorrow near 68. ABC6.com.",2,NA
"Off and on rain this weekend, heavy at times.  Good news is that we'll see sunshine between bouts of rain. {link} #sdwx",2,NA
"Clemson is currently taking BP @ #FluorField. Weather is great & great seats still available for 2night's game vs. #Furman. First pitch @ 7",3,NA
"this weather blows... and its supposed to be like this all week ughhh",1,NA
"RT @mention: Storm center in Norman, OK, evacuated; workers take shelter as #tornado nears {link}",2,NA
"Double stroller-sunshine-long walk-tire swing-happy friday. {link}",3,NA
"It is not nice out. It is hot out. Don't let anyone tell you otherwise. They're lying.",1,NA
"Not the most thrilling game, but the beer's cold & the weather's nice. #Durhambulls",3,NA
"#WEATHER:  11:54 am: 61.0F. Feels 61F. 30.05% Humidity. 5.8MPH West Wind.",2,NA
"I love the way it feels outside when its about to storm",3,NA
"#WEATHER:  7:56 am : 65.0F. Feels F. 30.03% Humidity. 5.8MPH West Wind.",2,NA
"loves warm weather!! #soakinginthesun",3,NA
"RT @mention: Just posted a picture of this storm on my Facebook page: {link} #storm  ...",2,NA
"Severe Thunderstorm Warning for Barbour, Bullock, Macon, Montgomery and Russell County in AL until 4:45pm CDT. #alwx",2,NA
"Been having crazy dreams and this storm is incredible, &lt;3",3,NA
"What a gorgeous sunny day in auburn :)  My highlighter hoodie works wonders! Lol  {link}",3,NA
"It's hot af outside",1,NA
"Good morning from a beautiful SUNNY day in The Burgh! =)",3,NA
"ugh ... more thunderstorms???",1,NA
"Waiting for @mention so we can go enjoy this fabulous weather. I even slathered myself with sunscreen. I HAVE LEARNED MY LESSON. #ow",3,NA
"Why is it still rainy and gross in RI it has us Rhode Islanders stuck inside the house!",1,NA
"Saturday 8:00 PM Elko Weather. Temp. 59, High 78, Low 45, Hum. 28%  Wind 14.3 mph WNW, Gust 33 SW  Baro. 29.808 .in, Trend Steady #fb",2,NA
"Sunny, cool this week. Perfect weather for the Lady Knights to take care of business on the soccer field and remain atop the MAC standings.",3,NA
"hell yes to waking up on a rainy sunday morning to the new bon iver album in my dropbox.",3,NA
"I'm in pain and this weather is not making things any better",1,NA
"Its hot as hell outside #damn",1,NA
"#WEATHER:  4:53 am : 71.0F. Feels F. 29.72% Humidity. 12.7MPH South Wind.",2,NA
"WW 0332 Status Reports       STATUS REPORT ON WW 332THE SEVERE WEATHER THREAT CONTINUES ACROSS THE ENTIRE... {link}",2,NA
"Whyyyy is it still cold out!",1,NA
"Got the orange ginger cookie dough ready for baking today. Oh how I love a rainy day. I love to bake. How about... {link}",3,NA
"I couldn't have picked a better day for my party! Finals will be over and its gonna be 80 degrees! :)",3,NA
"Event cancelled. Severe Thunderstorm Warning from 5/12/2011 7:13 PM to 7:30 PM CDT for Miller C... Read more at {link}",2,NA
"Gardner WX 05/07/11 02:00 AM | 59F, 60&#x25; Humidity, Feels Like 59F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"I Wish Yu Were Here To Keep Me Warm..Its Cold Outside.!#MissinHim",1,NA
"From Vince: areas of fog overnight, low: 48. Fog early Friday, then partly sunny. 62 Lakeside, 74 Waukesha. Weekend: Shwrs/t-strms, 70s.",2,NA
"#WEATHER:  7:53 pm : 85.0F. Feels F. 29.88% Humidity. 9.2MPH Northeast Wind.",2,NA
"RT @mention: I foresee a severe thunderstorm warning coming for Caldwell Co very soon.  {link} #wncwx",2,NA
"Walkin its warm out",2,NA
"Here at #PerkiomenValley covering the District 1-AAA Boys Tennis Tournament. Weather is pretty much perfect.  {link}",3,NA
"And I was hoping I could do today's conference call outside - oh well! Maybe tomorrow.  I'm so thankful for the sun and pleasant weather.",3,NA
"Fenna Sleep Good.! :) Nice And Rainy.!",3,NA
"damn storm last night waking me up every couple of hours :( and i heard lightning strike a tree down the street! #whoa",1,NA
"AA: ...SIGNIFICANT LATE-SEASON SNOW ACROSS THE UINTAS AND SOUTHWEST WYOMING... .A SLOW-MOVING STORM SYSTEM WILL BRING S {link}",2,NA
"Ugh this stupid weather got me sick;'(",1,NA
"A Severe Thunderstorm Watch has been issued for Caswell and Halifax (VA) counties.  {link} #ncwx",2,NA
"Phew! The rain's going away & the weather is shaping up nicely for another visit to the Pantiles Food Market today. What shall I eat there?",3,NA
"Hot as shit out here.",1,NA
"New to the Northwest?  Learn more about the emergency alert system & prepare for severe weather at {link}",2,NA
"RT @mention: This weather is the shit!",3,NA
"The Weather Service has issued a FLOOD WARNING effective until 09:30 AM for CLINTON and WARREN Counties in Ohio.",2,NA
"LOVE YOU, GOD!!!!! thank you for making it sunny during my entire drive out :] you ARE THE best!!",3,NA
"Yay!! Finally some nice weather after all the thunderstorms!  {link}",3,NA
"This weather is something else. *singing* ""Rain rain go away...""",1,NA
"SPC will likely be issuing another Watch (Severe T-Storm) for areas West of the Current Tornado Watch box. It'll cover OUR Western Co's.",2,NA
"@mention be prepared for horrible weather! It's rains 90% of the time!",1,NA
"LMAO RT @mention: It's so hot outside I witnessed a mexican say ""I QUIT"" in English & walked the hell off",1,NA
"@mention @mention @mention @mention it's nice and cool not rainy!",3,NA
"#acordloma versus the first sunny afternoon of the conference. The sun is winning. :-) {link}",3,NA
"Thunder, I love ya. #storms",3,NA
"RT @mention: 30 degrees in May is not why I moved to TN from NY. Preposterous.",1,NA
"Good Morning Kidd's, hope your Day is starting out as Fabulous as mine ;) We got Sunshine, Birds Singing and Warm Temps YAY",3,NA
"Dxmn it's cold out chea",1,NA
"Current Conditions: Fair, 74 FForecast: Fri - Partly Cloudy. High: 87 Low: 70 Sat - Sunny. High: 91 Low: 71Full Forecast at Yahoo! We...",2,NA
"@mention Our weekend was like that. 55 degrees, cold and soggy. Yuck!",1,NA
"On The Porch Enjoyin The Weather",3,NA
"Napavine, WA @ 07:00 AM | Dry | 42.5 | 0.08 | 98&#x25; | 0.2 WSW | #wdisplay #weather |",2,NA
"#SantaFe Forecast for Tonight: Partly cloudy. Windy. Isolated showers and thunderstorms in the evening...then is...  {link}",2,NA
"Its amazing weather tonight. Perfect for @mention",3,NA
"Gardner WX 05/16/11 9:30 PM | 59F, 44&#x25; Humidity, Feels Like 59F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
